id,title,original_title,language,overview,genres,keywords,cast,director,release_date,runtime,popularity,vote_average,vote_count,budget,revenue,production_companies,production_countries,spoken_languages,poster_path,tagline,adult
903283,Sebastian P.C. 524,సెబాస్టియన్ P.C. 524,te,"Sebastian is a police constable suffering from night blindness. With the weakness hidden from world, he faces lot of challenges.When a murder takes place on his watch, how will he solve the crime?","['Thriller', 'Comedy']",[],"['Kiran Abbavaram', 'Nuveksha', 'Komalee Prasad', 'Rohini', 'Srikanth Iyengar', 'Surya Bhagawan Das', 'Aadarsh Balakrishna', 'George Mariyan', 'Ravi Teja Nannimala']",Balaji Sayyapureddy,2022-03-04,129,0.1683,4.5,4,0,0,['Elite Entertainments'],['India'],['Telugu'],/btKSzYY0ZeNF0smP10W5ZeWWnyB.jpg,"I Have Night Blindness, Tell No One",False
1481230,Anaganaga,అనగనగా,te,"A school teacher uses innovative storytelling methods to help struggling students, overcoming various challenges to achieve his goal.","['Drama', 'Family']",[],"['Sumanth', 'Kajal Choudhary', 'Anu Hasan', 'Srinivas Avasarala', 'BVS Ravi', 'Rakesh Rachakonda', 'Kaumudi Nemani']",Sunny Sanjay,2025-05-15,137,0.1671,7.9,4,0,0,['Krishi Entertainments'],['India'],['Telugu'],/ep3Bhk34epfWY1LrRfyqZli07Cl.jpg,The Story,False
943286,Shikaaru,షికారు,te,A housewife enters into an extra-marital relationship and almost gets caught red-handed by her cop-husbandand her relatives.,"['Comedy', 'Drama']",[],"['Sai Dhanshika', 'Kishore', 'Medishetti Abhinav', 'Surekha Vani', 'Tej Kurapati', 'Annapoorna', 'Chammak Chandra', 'Posani Krishna Murali', 'Dheeraj Aathreya', 'Venu']",Hari Kolagani,2022-07-01,0,0.1654,7.0,3,0,0,['Sri Sai Lakshmi Creations'],['India'],['Telugu'],/cy4fzNLlRhipWGQKwHBHhDvTH2P.jpg,An Unlimited Fun Ride,False
693462,Marshal,Marshal,te,"A actor and his fan clash when revelations come to light that the actor is a psychopath hellbent on making women ""fertile"" again,by any means necessary",[],[],"['Abhay Adaka', 'Srikanth', 'Megha Chowdhury', 'Suman Talwar', 'Muralidhar Goud']",Jai Raaja Singh,2019-09-06,0,0.163,0.0,0,0,0,[],[],['Telugu'],/j1V916IS66UOX4X7eUgAPJyptYj.jpg,A medical crime thriller,False
1403492,Sita Ramulu,సీతా రాములు,te,"Ramu, a union leader, and Sita, a wealthy proprietor, fall in love and marry. They struggle to maintain their disparate roles in life, especially as Sita's cousin Ravi tries to separate them.",['Drama'],[],"['Krishnam Raju', 'Jaya Prada', 'Mohan Babu', 'Kaikala Satyanarayana', 'Allu Ramalingaiah']",Dasari Narayana Rao,1980-08-01,145,0.1616,0.0,0,0,0,[],[],"['English', 'Telugu']",/fqfBaeB7ru9QxHkNSsfCnav0ZWk.jpg,Can bourgeoisie and proletariat live together ?,False
925256,Eakam,ఏకమ్,te,"Based on Lord Shiva, the current society, and the concept of oneness. Five people who are in stark contrast with one another, their natures symbolized by the  five elements of nature – fire, water, wind, earth, and sky.","['Drama', 'Fantasy']",[],"['Aberaam Varma', 'Aditi Myakal', 'Dayanand Reddy', 'Swetaa Varma', 'Tanikella Bharani', 'Kalpika Ganesh', 'Laxman Meesala', 'Anish Avunuri', 'Srinivasa Kapavarapu']",B. Varun Vamsi,2021-10-29,125,0.1583,7.2,4,0,0,[],[],['Telugu'],/iI4kkdtyRwDYaczwrSfirRkY2vu.jpg,The Journey of Jobless God,False
1645407,ARYAN,ARYAN,te,"After a young man is found dead in his apartment under suspicious circumstances, a seasoned investigator uncovers a chilling link to a recent suicide tied to illegal betting. With no signs of forced entry and a cryptic handwritten note left behind, the case appears to be a calculated murder. But as hidden struggles surface, the truth proves far more unsettling than anyone imagined.",[],[],"['Dhanush Angirekula', 'Kavadi Mahesh', 'Venkat Vikram', 'Shanker Rachuri', 'Dasaradh Kumar']",Jeevann Anumalla,2026-03-04,38,0.1567,0.0,0,0,0,['Naradha Sithralu'],['India'],[],/cP4dSk0mxASNAGt7Ijf5sAiADMI.jpg,The Wrath of Karma,False
881486,MAD,MAD,te,"Have you ever felt lonely in a Relationship..., Marriage or Live_In , doesn't matter, when you can't share your feelings with your companion, it is like travelling to an unknown destination with a troublesome partner.",['Drama'],[],"['Spandana Palli', 'Swetaa Varma', 'Rajath Raghav', 'Madhav Chilukuri']",Laxman Meneni,2021-04-23,113,0.1556,5.6,17,0,0,[],[],['Telugu'],/oPcrjnofEwm61mSXCVH2LAXai2N.jpg,Marriage and Divorce,False
1397445,Sri Krishna Tulabharam,Sri Krishna Tulabharam,te,"When Sathyabhama, the wife of Sri Krishna starts envying his other wives, he decides to teach her a lesson.",['Drama'],[],"['N.T. Rama Rao', 'Anjali Devi', 'Jamuna']",Kamalakara Kameshwara Rao,1966-08-25,186,0.1552,0.0,0,0,0,[],[],['Telugu'],/aU64tT9h0qi2uQLEZ0Df8r2TiGQ.jpg,telugu,False
614363,Mis(s) Match,Mis(s) Match,te,Maha Laxmi is an aspiring wrestler who falls in love with a techie named Siddharth. Siddarth wants to get married with the consent of both the families. But a brawl between the families turns out to be a hurdle for their marriage.,"['Family', 'Drama']",[],"['Uday Shankar', 'Aishwarya Rajesh', 'Sanjay Swaroop', 'Pradeep Ram Singh Rawat', 'V. S. Roopa Lakshmi', 'Sandhya Janak', 'Saranya Pradeep']",N. V. Nirmal Kumar,2019-12-06,132,0.153,0.0,0,0,0,['Adhiroh Creative Signs'],['India'],['Telugu'],/9LZygsbexylMn21TYHigCzKhdHn.jpg,Mis(s)match.... is the real Match.,False
1329146,EVOL,EVOL,te,"Revolves around two married couples entangled in a complex web where trust is eroded, shocking betrayals are revealed and lives spiral into an intricate web of intrigue.","['Crime', 'Thriller']",[],"['Jenifer Emmanuel John', 'Surya Srinivas', 'Divya Sharmaa', 'Shiva Ramachandravarapu']",Ram Yogi Velagapudi,2024-08-15,117,0.1498,3.5,4,0,0,['Theda Batch Cinema'],['India'],['Telugu'],/buXclUbb5mcZyug4TXzBrlYLsEP.jpg,A Love Story in Reverse,False
344708,Singham 123,Singham 123,te,"Singham 123 is a spoof action comedy starring Sampoornesh Babu playing the role of a ""Sensational"", ""Seductive"", ""Supercop"". Set in the backdrop of a village called Singarayakonda which is ruled by a self proclaimed king and mafia-lord, Lingham. He fancies himself as the destructive force and an archenemy of Law and Order. After several failed attempts by Indian Police throughout the decade, Singham123 is assigned the mission impossible: to arrest Lingham. Will Singham 123 be successful in completing the mission?","['Comedy', 'Action']",[],"['Sampoornesh Babu', 'Prudhviraj', 'Bhavani', 'Sanam Shetty', 'Annapoorna']",Akshat Ajay Sharma,2015-06-05,90,0.1496,6.9,12,0,0,['24 Frames Factory'],['India'],['Telugu'],/plJWXM4THCeOIlnCkd02X93cDzX.jpg,Sensational Seductive Supercop,False
1546124,Nuvvu Nenu,Nuvvu Nenu,te,"Shiva (Kalyan Ram) and Vennela (Spurthi) fall in love during their college years, but life after graduation pulls them apart. Misunderstandings, career choices, and circumstances lead to a painful separation. Nuvvu Nenu follows their bittersweet journey of love, heartbreak, and the question of whether fate will bring them back together.","['Drama', 'Romance', 'Family']","['feel good', 'indiefilm collective', 'low-budget filmmaking', 'low budget film']","['Kalyan Ram', 'Teja M', 'arjun', 'mohith']",Teja M,2025-02-14,67,0.1478,10.0,2,100,0,"['Gravity Pictures india', 'teja creative works', 'Gravity Media', '24cinemacrafts']",['India'],['Telugu'],/pI3cy7cuj4buicCDqlk8pupmICw.jpg,The heart remembers what the mind forgets,False
1307065,Nindha,నిండా,te,Follows six murder case suspects who get kidnapped and an officer's quest to find the truth,['Thriller'],[],"['Varun Sandesh', 'Tanikella Bharani', 'Shreya Rani Reddy', 'Bhadram', 'Siddharth Gollapudi', 'Chatrapathi Sekhar', 'Q. Madhu', 'Surya', 'Arun Dalai', 'Mime Madhu']",Rajesh Jagannadham,2024-06-21,125,0.147,0.0,0,0,0,['The Fervent Indie Productions'],['India'],['Telugu'],/23gkDOQvoUodOxnN4O1iWy7V396.jpg,A Kandrakota Mystery,False
407424,Terror,టెర్రర్,te,Vijay realises that the state politicians have evil intention and are joining hands with terrorists. He wants to ensure the public is safe. He starts off on a journey to find and put the terrorists to justice.,"['Thriller', 'Action']",[],"['Srikanth', 'Nikita Thukral', 'Kota Srinivasa Rao', 'Nassar', 'Uttej', 'Ravi Varma', 'Vinay Varma', 'Priyadarshi Pullikonda', 'Meesam Suresh']",Satish Kasetty,2016-02-26,144,0.1469,5.4,5,0,0,['Akhanda Bharath Creations'],['India'],"['English', 'Hindi', 'Telugu']",/pEWP7L7HAVjLFFVj1LK8guzx1Kw.jpg,Enemy Within,False
888084,Heads & Tales,Heads and Tales,te,"As three women deal with tough times in their romantic relationships, they learn to take control of their personal lives and stand up for themselves.","['Drama', 'Fantasy']","['stroke of fate', 'love destiny']","['Sunil Varma', 'Sri Vidya Maharshi', 'Divya Sripada', 'Suhas', 'Tarun Ponugoti', 'Chandni Rao', 'Arun Pulavarthi', 'Kivish Kautilya', 'Sai Krishna Enreddy', 'Vara Kodali']",Sai Krishna Enreddy,2021-10-22,83,0.1433,1.0,2,0,0,['ZEE5'],['India'],['Telugu'],/ax9YI9lqzoKFsCO6XZgwolBxrmo.jpg,3 Women.. 3 Phases... 1 Fate,False
97438,Hyderabad Blues,Hyderabad Blues,te,Varun returns homes after twelve years in the United States and attempts to romance an Indian doctor.,"['Drama', 'Romance', 'Comedy']","['india', 'culture shock']","['Nagesh Kukunoor', 'Rajshri Nair', 'Vikram Inamdar', 'Elahe Hiptoola', 'Anoop Rao', 'D. V. Ramana', 'Revathi Alwar', 'Anne Chengappa', 'Zain-Ul-Wara Zaheer']",Nagesh Kukunoor,1998-07-17,84,0.1391,4.6,8,40000,0,['Kukunoor Movies'],['India'],"['English', 'Hindi', 'Telugu']",/dyp9UN90T4aB2tsa7vKdpmkdkC5.jpg,The Homecoming,False
501226,Napoleon,Napoleon,te,The curious case of a missing shadow. Napoleon visits a police station and lodges a complaint that his shadow is missing. This unique case becomes the talk of the town. Napolean also reveals that god has come into his dream and gives him a clue that a certain accident is actually a murder.,"['Thriller', 'Drama']","['god', 'shadow']","['Anand Ravi', 'Ravi Varma', 'Komalee Prasad']",Anand Ravi,2017-11-24,0,0.1361,7.0,2,0,0,[],[],['Telugu'],/uGbKCOqFclgYePfed6ZIZMxadA0.jpg,The Man who lost his shadow,False
1578118,Eighth Hill - A Sacred Revolution: Tirupati's Dream without Plastic,Eighth Hill - A Sacred Revolution: Tirupati's Dream without Plastic,te,"Deep in the sacred Tirumala Hills, where millions walk in devotion, one man walks with a different purpose.  This documentary introduces Shivaji Paleti - an unsung hero who has dedicated his life to protect the hills from plastic pollution. With bare hands and endless patience, he cleans, he preserves, and he teaches what true devotion towards Mother Earth means. His perseverance never faded away despite numerous hardships. A true modern-day warrior who led the ""Plastic Free Tirupati"" movement with an example, turning personal conviction into a collective awakening.  The ""Eighth Hill"" stands as a reflection of our own atrocities. An unsettling mirror showing how what we dismiss as a single piece of trash can grow into a mountain of consequence. Through Shivaji’s story, this film explores not just environmental preservation, but the deeper meaning of responsibility, faith, and humanity’s bond with nature.","['Documentary', 'Drama']","['environmental activist', 'plastic pollution']",['Shivaji Paleti'],Vamshi Krishna Pennakoduru,2025-11-15,46,0.1353,0.0,0,330,0,[],['India'],"['English', 'Telugu']",/qG3UBTVom30cDd4QffLy9ASSNDP.jpg,A Documentary Film highlighting the concerns of plastic pollution on the environment through the journey of Shivaji Paleti,False
321162,Hrudaya Kaleyam,Hrudaya Kaleyam,te,"Hrudaya Kaleyam is a 2014 Telugu action film directed by Steven Shankar on Amrutha productions and VSS Creations banners jointly which stars debutantes Sampoornesh Babu, Kavya Kumar and Ishika Singh in the lead roles. R.K. composed the music while Russel Carpenter Jr. handled the cinematography. The film revolves around Sampoornesh, a petty thief who robs parts in electronic shops and why he robs electronic shops and departmental stores. Movie was released in 155 centres including Bengaluru.The movie was considered a hit at Box Office. Since the budget was very low, this movie is considered to be one of the highest grossing low budget movies.",['Comedy'],['hrudaya kaleyam'],"['Sampoornesh Babu', 'Kavya Kumar', 'Ishika Singh', 'Kathi Mahesh']",Sai Rajesh Neelam,2014-04-04,131,0.133,3.5,2,0,0,[],['India'],['Telugu'],/2hpeb9nZySlwlyH1qPADSjUcWI1.jpg,A Kidney with a heart,False
968571,Aham Reboot,అహం రీబూట్,te,"An aspiring football player turned radio jockey gets a highly unusual call during a live show, from an unidentified girl, stating that she is in danger and pleads with him to rescue her.","['Thriller', 'Drama']",[],['Sumanth'],Prashanth Sagar Atluri,2024-06-30,91,0.1291,0.0,0,0,0,"['S Originals', 'Vayuputra Entertainments']",['India'],['Telugu'],/kmb61abThcqBcVLQPr6bopCWr7u.jpg,Help Me!,False
811949,Ee Kathalo Paathralu Kalpitam,ఈ కథలో పాత్రలు కల్పితం,te,"Krishna, a young man wants to test his luck as hero in movies. In this process he falls for heroine Shruti & lands in a trouble accidentally.","['Crime', 'Thriller']",[],"['Pavan Tej Konidela', 'Meghna Kumar', 'Abhay Bethiganti', 'Naveen Neni', 'Raghu Babu', 'Babloo Prithiveeraj', 'I Dream Anjali']",M. Abhiram,2021-03-26,119,0.124,0.0,0,0,0,['MVT Entertainments'],['India'],['Telugu'],/u2KGLr7dmtWqJ0J5VkjKxoWzI41.jpg,Everything is Intertwisted,False
1329323,Usha Parinayam,ఉషా పరిణయం,te,Usha Parinayam story is all about a young girl and the developments ahead of her marriage life and how she handled the pressures and pleasures and also her romantic feelings and youthful exuberance.,"['Family', 'Romance']",[],"['Aamani', 'Vennela Kishore', 'Seerat Kapoor']",K. Vijaya Bhaskar,2024-08-02,144,0.1201,0.0,0,0,0,[],['India'],['Telugu'],/nc6pi69ImaK4Jb08pxgWlIvleun.jpg,Love is Beautiful,False
1092168,The Golden Sparrow,Bangaru Pichika,te,"Chandra Mohan is the son of a rich mother (Shanta Kumari) and fun-loving father. His mother asks him to marry, but his father advises him to run away from home and enjoy life. His mother announces rewards for those who find him. He tries to escape all these people. A criminal gang which has an eye on his properties sends one of their female members (Vijaya Nirmala) to attract him. But she falls in love with him. The remaining story is about how they both escape the criminal gang and unite.","['Comedy', 'Drama']","['bapu', 'bangaru pichika']","['Vijaya Nirmala', 'Chandramohan', 'Vinnakota Ramanna Pantulu', 'Raja Babu', 'Garikapati varalakshmi']",Bapu,1968-09-14,118,0.117,0.0,0,0,0,['Sri Ganesh Pictures'],[],['Telugu'],/qX6r8iapCPzjSg4FWoYQzvOEkjF.jpg,The Golden Sparrow,False
681657,O Pitta Katha,ఓ పిట్టకథ,te,Two men fall deeply in love with the same woman but when she suddenly gets kidnapped they get involved in the case to rescue her.,"['Romance', 'Thriller']",[],"['Nitya Shetty', 'Viswant Duddumpudi', 'Brahmaji', 'Sanjay Rao', 'Shiva Karthik', 'Adnan Javid Khan']",Chandu Muddu,2020-03-06,128,0.1112,6.5,2,0,0,['Bhavya Creations'],['India'],['Telugu'],/hSNQs2DrKfbyUgmai4U2CvjZ4Y1.jpg,It's A Long Story,False
1036785,Bomma Blockbuster,బొమ్మ బ్లాక్‌బస్టర్,te,"Pothuraju is a fisherman, film freak & ardent fan of Director Puri Jagannath. His life ambition is to conjure up the dramatic moments in his life & persuade his idol Puri Jagannath to make a film based on him. As time passes, he discovers life-altering secrets about his own family and life. Thus, Pothuraju will get forced to confront the deep pain behind his ludicrous antics and a simplistic worldview.","['Comedy', 'Romance', 'Action']",[],"['Nandu Vijay Krishna', 'Rashmi Gautham', 'Kireeti Damaraju', 'Raghu Kunche', 'Nandhu']",Raj Virat,2022-11-04,123,0.1082,0.0,0,0,0,['Vijaieebhava Arts'],['India'],['Telugu'],/4bYCtlGKQS8mngbNUPa0zslcRzY.jpg,Mass Arachakam,False
593018,Prema Katha Chitram 2,ప్రేమకథ చిత్రం 2,te,Her unrequited love for a college mate leads a young woman to take her own life. Things take a dark turn when her spirit returns to haunt those who had caused her heartbreak.,"['Thriller', 'Horror', 'Romance']",[],"['Nandita Swetha', 'Sumanth Ashwin', 'Siddhi Idnani', 'Krishna Teja', 'Prabhas Sreenu', 'Vidyullekha Raman', 'N. T. V. Sai', 'Apoorva Srinivasan', 'Manava Koteswara Rao']",Hari Kishan,2019-04-06,134,0.107,6.0,1,0,0,[],[],['Telugu'],/vfu7ITIKE6usdiq2b7gCjKXEg1r.jpg,Back To Fear,False
802773,A (Ad Infinitum),A (ఏ డి ఇన్ఫినిటమ్),te,Sanjeev cannot recollect his past but keeps dreaming of it. But what he ends up finding out is much more than what he bargained for.,"['Thriller', 'Science Fiction']",['amnesia'],"['Nithin Prasanna', 'Preethi Asrani', 'Rangadham', 'Baby Deevana', 'Krishnaveni']",Ugandhar Muni,2021-03-05,153,0.1049,6.0,2,0,0,['Avanthika Productions'],['India'],['Telugu'],/eZ2zwzbrAf3X84Bhh1UACp1yEEo.jpg,Sometimes Facts are Stranger than Fiction,False
1663311,Abadameva Jayathe,Abadameva Jayathe,te,"The story follows a man whose life becomes a roller coaster when he believes that ""girls are born as a punishment for a liar",['Comedy'],[],"['Babu Mohan', 'Sudhakar Reddy', 'Balagam Sujatha', 'PRAVANYA REDDY', 'SUSHANTH YASHKI', 'VIKAS', 'MASTER BHANU PRAKASH']",KARTHIK KONDA,2026-06-05,139,0.1045,0.0,0,205000,0,['PURPLE FILM FACTORY'],['India'],[],/v0RAeBceje9gFodmTDKoQ96IAbp.jpg,Lies begit Daughters?,False
1374451,AGNISOMA - Embers of Friendship,AGNISOMA - Embers of Friendship,te,"In a tale of cosmic destinies and human struggles, Bharat and Chandra navigate the trials of family, friendship, and identity. When tragedy strikes, Bharat's journey through the Celestial Hades offers a chance at redemption, leading to the mystical realm of Soluna—where the sun and moon coexist, unraveling the profound bond between them.","['Fantasy', 'Drama']","['friendship', 'father son relationship', 'homosexual', 'students', 'fantasy', 'drama']","['Karthik', 'Umesh Chandra', 'Mastan', 'Dhanvish', 'Vinay', 'Kesava', 'Sandeep', 'Ram']",Sathwik Mallela,2024-10-19,21,0.0998,10.0,1,0,0,[],[],['Telugu'],/cxTcXRBqVBw8T5JVwJ7wo3vr6Nr.jpg,A journey where the sun and the moon converge.,False
1150819,THE HOPE,THE HOPE,te,"""THE HOPE"" (Written and Directed by Akaash Raj Dharani)  tells the story of a drug addict",['Drama'],['hope'],"['Vardhan', 'Venky', 'Shravan']",Akaash Raj Dharani,2023-07-13,5,0.0954,0.0,0,0,0,[],['India'],['Telugu'],/bIbBHlxIt5f9pOrHbWc05kULfxX.jpg,ADDICTION IS THE ONLY PRISON WHERE THE LOCKS ARE ON THE INSIDE,False
1504625,Kurukshetra,కురుక్షేత్ర,te,"Kurukshetra is a compelling Telugu short film that draws inspiration from the ancient Indian epic Mahabharata to explore themes of friendship, duty, and sacrifice in a modern context. The narrative unfolds around a character named Karna, who finds himself entangled in a complex conflict, reminiscent of the epic battle, where loyalty to a friend (Duryodhana) clashes with an underlying familial connection to an adversary (Arjuna). The film delves into a contemporary struggle, portraying how individuals are caught between their understanding of right and wrong, and the consequences of their choices. It culminates in a poignant reflection on selfishness as the root cause of conflict, both in ancient times and the present day, ultimately hinting at a new beginning where justice prevails through unity.","['Action', 'Drama']","['kurukshetra', 'kurukshetra the beginning']","['Kushal', 'Mithra', 'Pavan', 'Swaroop']",Veerendra Virothi,2024-02-24,15,0.0935,0.0,0,0,0,[],['India'],['Telugu'],/75GjMCCumZj0MfYYz2XK7Ah4nl4.jpg,The Beginning,False
678780,Neevalle Nenunna,నీవల్లే నేనున్నా,te,"A romantic film directed by Sai Baba, starring Surya Sreenivas and Sri Pallavi in the lead roles.","['Drama', 'Romance']",[],"['Sri Pallavi', 'Surya Srinivas', 'Jabardasth Ramprasad', 'Sudharshan Reddy']",M Saibaba,2020-02-07,108,0.0916,0.0,0,0,0,[],['India'],['Telugu'],/qwLI1B5L0Ft6FejsvB8wCqugHK1.jpg,Leave The Pasta. Live The Present.,False
1640189,Itlu Kanmani,Itlu Kanmani,te,"Itlu Kanmani follows Rohith, a young man who once dreamed of becoming a filmmaker but leaves everything behind to take care of his ailing father. After his father’s sudden death, Rohith discovers something unexpected that changes the way he sees his father  and his own life.  Haunted by unanswered questions and fragments of the past, Rohith begins a journey to understand a story that was never told to him. As hidden memories slowly unfold, he realizes that some dreams never truly disappear they only wait for the right person to continue them.  With the support of Chaitra, a compassionate doctor who becomes his emotional anchor, Rohith must decide whether to keep running from his past or face a truth that could change his future forever.  Itlu Kanmani is an emotional story about love, sacrifice, and a mystery hidden inside a father’s silent life.","['Family', 'Drama', 'Music', 'Romance']",['feel good romance'],"['Paruchuri Venu', 'E. RaviShankar Reddy', 'Rashmitha Rao Kommaragiri']",Ramachandran Vishwanathan,2026-05-03,50,0.0908,0.0,0,1102,0,['Tridev Pictures'],['India'],['Telugu'],/2ZjZyi4TMGnqOSqtHz2ozwIHpyq.jpg,"""A Father doesn't ask for praise, thats why he deserves it the most""",False
1042573,Nirbandham,Nirbandham,te,The movie delves into the psychology of rapists while also depicting the heart wrenching darker aspects brought out by the lockdown during coronavirus pandemic.,"['Crime', 'Thriller']",[],"['Bandi Saroj Kumar', 'Anil Kumar', 'Alysha Melani', 'Soumya Naidu', 'Devaki', 'Shareef', 'Lakshmi']",Bandi Saroj Kumar,2020-10-06,83,0.0891,0.0,0,0,0,[],[],['Telugu'],/pcuPG2cuWnq9LprL6HFKkBaL9hw.jpg,The lockdown 2020,False
1409797,Runchod Das,రన్‌చోడ్ దాస్,te,"When a college feud spirals out of control, Das must navigate escalating violence and personal vendettas, ultimately choosing strategy over brute force to protect those around him.","['Action', 'Drama', 'Thriller']",[],"['Karthik', 'Aarya Krishna', 'Hari Priya', 'Sneha', 'Geethika', 'Zubair', 'Nani', 'Aakash', 'Hemanth', 'Armitha']",Karthik,2024-12-30,32,0.0874,0.0,0,0,0,"['Rising Pictures', 'Chalana Chithram BVRIT', 'iNAV Creations']",['India'],['Telugu'],/rX5xKYXl4TX6krPaA59iesuGLNe.jpg,ఈ సారి మంట మామూలు గా ఉండదు,False
1547881,VENDETTA-BEAST MODE,వెండెట్టా-బీస్ట్ మోడ్,te,"From pain to power, hero evolves into deadly Beast Mode.","['Action', 'Crime']",['redemption'],[],Satheesh Kumar G,2027-06-10,30,0.0863,0.0,0,300,0,['SK FILM FACTORY'],['India'],['Telugu'],/uEwVdKC6uGJxfeZfCSSBQKTwG3d.jpg,Blood. Betrayal. Beast Mode.,False
1407938,Gatham,Gatham,te,"Sreeyansh, a troubled student, battles the shadows of his past while adapting to a new life in a college hostel. When eerie encounters and terrifying visions begin to blur the line between reality and delusion. His past resurfaces in unexpected ways, Sreeyansh must confront his darkest secrets and unravel the mystery before it consumes him entirely.","['Thriller', 'Horror']",[],"['Sreeyansh Reddy', 'Mokkarala Vishnu', 'Sri Charan D', 'Abhilash Reddy']",Anshul Reddy,2024-11-20,23,0.0863,0.0,0,0,0,['Master Talkies'],['India'],['Telugu'],/t7aPnFciCB8jPcTMlzz4D5N6mEU.jpg,When your past knocks...,False
612106,Romantic Criminals,రొమాంటిక్ క్రిమినల్స్,te,"Habituated to drugs, a young couple, Karthik and Angel commit various crimes in Vizag with the help of a drug peddler. One fine day, they decide to stop all the crimes and settle down in life. Will they be able to come out of the crime world easily?","['Crime', 'Drama', 'Romance']",[],"['K Vinay', 'Manoj Nandam', 'Mounika', 'Avanthika']",Sunil Kumar Reddy,2019-05-17,126,0.0858,10.0,1,0,0,['Sri Lakshmi Studios'],['India'],['Telugu'],/nJq95k2xISCooBt0p0Bg8Mxajpw.jpg,They are Back with more Dose,False
1061647,Valliddari Madhya,వాళ్లిద్దరి మధ్య,te,"A love story between a conservative man and a modern woman. Upon meeting an invisible guest from an unexpected place, the story takes you on a fun-filled emotional roller coaster ride.","['Romance', 'Comedy']",[],"['Viraj Ashwin', 'Neha Krishna', 'Srikanth Iyengar', 'Bindu Chandramouli', 'Vadlamani Srinivas', 'Jayasri Rachakonda', 'Venkat Siddareddy', 'Krishna Kanth']",V. N. Aditya,2022-12-16,132,0.0832,7.0,1,0,0,['Vedaansh Creative Works'],['India'],['Telugu'],/1WQMBdosnbKpa0g3IrHjxUsOIyh.jpg,Witness What is #LOMA,False
1005330,Tera Venuka,తెర వెనుక,te,"Sivaji Rao, a Hyderabad based officer is posted in Mumbai to handle a corrupted cop called Pansari. He successfully manages to arrest Pansari but he soon makes bail and makes it his mission to make Sivaji pay for sending him to jail.","['Action', 'Thriller']",[],"['Aman Preet Singh', 'Vishaka Dimaan', 'Swetaa Varma', 'Thummala Narasimha Reddy', 'Deepika', 'Chakrapani Ananda']",Nellutla Praveen Chander Rao,2021-01-01,108,0.0822,0.0,0,0,0,['Aayush Creations'],['India'],['Telugu'],/tp09gpEL97Q9eRCQFlz9b9DBNu9.jpg,Behind the Screen,False
736804,Bucchinaidu Kandriga,బుచ్చి నాయుడు కండ్రిగ,te,"Balu (Munna) and Swapna (Drishika Chander) are adolescents who live in a tiny village called Buchinaidu Kandriga in Chittor district, Andhra Pradesh. Their infatuation turns into love and the couple decide to run away from Swapna’s casteist father (Ravi Varma). What happens when Swapna’s father now looks for retribution",['Drama'],[],"['Drishka Chander', 'Ravi Varma Adduri']",Poluri Krishna,2020-08-21,122,0.0807,0.0,0,0,0,['Sri Sai Power Creative Works'],['India'],['Telugu'],/2kEqwSc9wAmXJZwrOK5uaHyePi3.jpg,Thoorpu Veedhi,False
1223818,Niku Naku Pellanta Tom Tom Tom,Niku Naku Pellanta Tom Tom Tom,te,"Niku Naku Pellanta Tom Tom Tom is a Telugu movie starring Sanjana  Anne, Karthik Shiva and Khuym in prominent roles. Ilt is a drama  directed by Manikanta Thalluri with Shatabdi Srinivas Reddy as  producer, forming part of the crew.","['Romance', 'Drama']",[],"['Sanjana Anne', 'Karthik Shyam', 'Khayyum', 'Inturi Vasu', 'Sri Sudha Bhimireddy']",Manikanta Thalluri,2022-02-18,110,0.0802,8.0,1,0,0,[],['India'],['Telugu'],/lUyCAXtJBdtuE5TCyZP4HNkcClF.jpg,1 hour 44 minutes,False
928618,Stand Up Rahul,స్టాండప్ రాహుల్,te,"A reluctant startup employee who doesn't stand up for anything in life, finally finding true love and learning to stand up for his parents, for his love and for his passion for stand-up comedy.","['Comedy', 'Romance']",[],"['Raj Tarun', 'Varsha Bollamma', 'Vennela Kishore', 'Murali Sharma', 'Indraja', 'Devi Prasad', 'Madhurima Narla', 'Anisha Alla', 'Rajkumar Kasireddy', 'Tejaswini Bhattaru']",Santo Mohan Veeranki,2022-03-18,130,0.0773,7.0,2,0,0,"['Dream Town Productions', 'Highfive Pictures']",['India'],['Telugu'],/fBlZzBubOXpbbUqnnfB4V73pwSX.jpg,Kurchundi Chalu,False
1651779,Baking Soda,Baking Soda,te,"Two clueless friends discover a mysterious white powder packet and believe they’ve struck gold. Armed with nothing but confidence and bad judgment, they dive into a plan that slowly spirals out of control.",['Comedy'],[],"['Hari Maddigunta', 'Sumanth Atluri', 'Pranav Sai Subinay']",Sumanth Atluri,2026-03-15,8,0.0732,0.0,0,0,0,['Supreme Talkies'],[],[],/hUw6bcuyCqXaiLq9dp7HnXTkwQx.jpg,Two friends. One mysterious packet. Terrible decisions.,False
